ID	Gene	Entrez	Cluster	Correlation
DBTMEE:0011714	Loxl1	16949	Major ZGA	0.99227
DBTMEE:0020926	Tmem202	73893	Major ZGA	0.98335
DBTMEE:0018061	Rplp1	56040	Major ZGA	0.99982
DBTMEE:0011104	Kif23	71819	Major ZGA	0.88739
DBTMEE:0017190	Ptplad1	57874	Major ZGA	0.99076
DBTMEE:0016594	Grinl1a	28015	Major ZGA	0.98017
DBTMEE:0007269	Fam83b	208994	Major ZGA	0.98913
DBTMEE:0006253	Dppa5a	434423	Major ZGA	0.99288
DBTMEE:0016149	Pgm3	109785	Major ZGA	0.99318
DBTMEE:0003046	Atp1b3	11933	Major ZGA	0.97704
DBTMEE:0019020	Slc25a36	192287	Major ZGA	0.99914
DBTMEE:0008263	Gm1123	382097	Major ZGA	0.9712
DBTMEE:0010591	Il20rb	213208	Major ZGA	0.987
DBTMEE:0016759	Ppp2r3a	235542	Major ZGA	0.94256
DBTMEE:0004557	Cep63	28135	Major ZGA	0.99094
DBTMEE:0002379	Alas1	11655	Major ZGA	0.86003
DBTMEE:0020781	Ccdc72	66167	Major ZGA	0.98035
DBTMEE:0021370	Trim71	636931	Major ZGA	0.99195
DBTMEE:0023000	Zfp445	235682	Major ZGA	0.94793
DBTMEE:0004393	Cdcp1	109332	Major ZGA	0.99373
DBTMEE:0009465	Gpkow	209416	Major ZGA	0.98547
DBTMEE:0009074	Gm5635	434729	Major ZGA	0.98003
DBTMEE:0016177	Phf16	382207	Major ZGA	0.99873
DBTMEE:0019028	Slc25a43	194744	Major ZGA	0.98559
DBTMEE:0022640	Xiap	11798	Major ZGA	0.92206
DBTMEE:0017576	Rbmx2	209003	Major ZGA	0.99243
DBTMEE:0010345	Htatsf1	72459	Major ZGA	0.96821
DBTMEE:0006992	F9	14071	Major ZGA	0.99922
DBTMEE:0007586	Fmr1	14265	Major ZGA	0.98716
DBTMEE:0020734	Tktl1	83553	Major ZGA	0.97604
DBTMEE:0016487	Plxna3	18846	Major ZGA	0.99084
DBTMEE:0006499	Eda	13607	Major ZGA	0.98304
DBTMEE:0014420	Ogt	108155	Major ZGA	0.98559
DBTMEE:0021525	Tsx	22127	Major ZGA	0.99724
DBTMEE:0021271	Trap1a	22037	Major ZGA	0.98982
DBTMEE:0017892	Rnf128	66889	Major ZGA	0.98785
DBTMEE:0016970	Prps1	19139	Major ZGA	0.99916
DBTMEE:0012415	Mid2	23947	Major ZGA	0.98932
DBTMEE:0022421	Vsig1	78789	Major ZGA	0.86068
DBTMEE:0001737	A830080D01Rik	382252	Major ZGA	0.99
DBTMEE:0016790	Pqbp1	54633	Major ZGA	0.99348
DBTMEE:0009932	Hdac6	15185	Major ZGA	0.97112
DBTMEE:0008090	Glod5	69824	Major ZGA	0.99739
DBTMEE:0008490	Gm14458	100042782	Major ZGA	0.97975
DBTMEE:0003456	Bcor	71458	Major ZGA	0.98812
DBTMEE:0012253	Med14	26896	Major ZGA	0.98004
DBTMEE:0002339	Akap14	434756	Major ZGA	0.98068
DBTMEE:0011457	Lamp2	16784	Major ZGA	0.99078
DBTMEE:0012169	Mbnl3	171170	Major ZGA	0.99232
DBTMEE:0010418	Ids	15931	Major ZGA	0.92183
DBTMEE:0003415	Bcap31	27061	Major ZGA	0.91457
DBTMEE:0011409	L1cam	16728	Major ZGA	0.99892
DBTMEE:0009190	Gm6880	628456	Major ZGA	0.9774
DBTMEE:0016555	Pola1	18968	Major ZGA	0.89854
DBTMEE:0011481	Las1l	76130	Major ZGA	0.96121
DBTMEE:0015694	P2ry4	57385	Major ZGA	0.94729
DBTMEE:0007598	Fndc3c1	333564	Major ZGA	0.99558
DBTMEE:0003617	Brwd3	382236	Major ZGA	0.92336
DBTMEE:0008066	Gla	11605	Major ZGA	0.99799
DBTMEE:0016830	Prdx4	53381	Major ZGA	0.98841
DBTMEE:0020166	Syap1	67043	Major ZGA	0.99933
DBTMEE:0009911	Hccs	15159	Major ZGA	0.98623
DBTMEE:0023236	Zfy1	22767	Major ZGA	0.95727
DBTMEE:0011075	Khdc1b	98582	Major ZGA	0.93859
DBTMEE:0017738	Rgs8	67792	Major ZGA	0.98261
DBTMEE:0003472	Bend6	320705	Major ZGA	0.93229
DBTMEE:0019738	Sphkap	77629	Major ZGA	0.95372
DBTMEE:0002440	Alpi	76768	Major ZGA	0.9453
DBTMEE:0016646	Ppa1	67895	Major ZGA	0.98878
DBTMEE:0012141	Matk	17179	Major ZGA	0.962
DBTMEE:0009420	Gopc	94221	Major ZGA	0.98401
DBTMEE:0003732	C2cd4c	237397	Major ZGA	0.99045
DBTMEE:0003108	Atp8b3	67331	Major ZGA	0.98502
DBTMEE:0017506	Rassf3	192678	Major ZGA	0.98841
DBTMEE:0022482	Wdpcp	216560	Major ZGA	0.99115
DBTMEE:0023074	Zfp62	22720	Major ZGA	0.97847
DBTMEE:0018796	Shpk	74637	Major ZGA	0.98828
DBTMEE:0002849	Arl4d	80981	Major ZGA	0.98833
DBTMEE:0009679	Gsg2	14841	Major ZGA	0.95784
DBTMEE:0008053	Gjc1	14615	Major ZGA	0.98236
DBTMEE:0002847	Arl4a	11861	Major ZGA	0.96436
DBTMEE:0005608	D130043K22Rik	210108	Major ZGA	0.96939
DBTMEE:0014258	Ntrk2	18212	Major ZGA	0.98976
DBTMEE:0013975	Nkd2	72293	Major ZGA	0.95206
DBTMEE:0011043	Kctd6	71393	Major ZGA	0.99525
DBTMEE:0008117	Glud1	14661	Major ZGA	0.97219
DBTMEE:0007358	Fbxo16	50759	Major ZGA	0.97465
DBTMEE:0016967	Prph	19132	Major ZGA	0.93856
DBTMEE:0005262	Csf2rb2	12984	Major ZGA	0.9931
DBTMEE:0020211	Syt10	54526	Major ZGA	0.92357
DBTMEE:0018484	Sec14l5	665119	Major ZGA	0.96039
DBTMEE:0000592	2310010M20Rik	69576	Major ZGA	0.91031
DBTMEE:0015612	Osbpl11	106326	Major ZGA	0.98181
DBTMEE:0020408	Tbp	21374	Major ZGA	0.9632
DBTMEE:0011669	Lix1	66643	Major ZGA	0.96232
DBTMEE:0005554	Cyp4f16	70101	Major ZGA	0.95987
DBTMEE:0005395	Cul9	78309	Major ZGA	0.93581
DBTMEE:0016766	Ppp2r5d	21770	Major ZGA	0.94563
DBTMEE:0002664	Apcdd1	494504	Major ZGA	0.99771
DBTMEE:0017974	Rock1	19877	Major ZGA	0.99329
DBTMEE:0019038	Slc26a2	13521	Major ZGA	0.95863
DBTMEE:0004769	Clcf1	56708	Major ZGA	0.98811
DBTMEE:0011853	Lrrn4cl	68852	Major ZGA	0.96353
DBTMEE:0003797	Cabp4	73660	Major ZGA	0.95928
DBTMEE:0006186	Dnmbp	71972	Major ZGA	0.98566
DBTMEE:0023289	Zmynd19	67187	Major ZGA	0.94879
DBTMEE:0010227	Hoxd1	15429	Major ZGA	0.92767
DBTMEE:0019898	Ssfa2	70599	Major ZGA	0.94057
DBTMEE:0004327	Cd59b	333883	Major ZGA	0.94396
DBTMEE:0003805	Cacna1b	12287	Major ZGA	0.98738
DBTMEE:0014255	Ntng2	171171	Major ZGA	0.99276
DBTMEE:0005371	Ctso	229445	Major ZGA	0.99521
DBTMEE:0017842	Rit1	19769	Major ZGA	0.96073
DBTMEE:0014378	Oaz3	53814	Major ZGA	0.95081
DBTMEE:0018718	Sgms2	74442	Major ZGA	0.9811
DBTMEE:0019669	Spata1	70951	Major ZGA	0.99962
DBTMEE:0013885	Nexn	68810	Major ZGA	0.96529
DBTMEE:0001582	9430015G10Rik	230996	Major ZGA	0.98263
DBTMEE:0010510	Igfbpl1	75426	Major ZGA	0.98489
DBTMEE:0016456	Plin2	11520	Major ZGA	0.97488
DBTMEE:0016958	Prpf38a	230596	Major ZGA	0.93741
DBTMEE:0010238	Hpca	15444	Major ZGA	0.97897
DBTMEE:0021458	Tsc22d4	78829	Major ZGA	0.96031
DBTMEE:0009501	Gpr146	80290	Major ZGA	0.99124
DBTMEE:0023155	Zfp804b	207618	Major ZGA	0.99225
DBTMEE:0016214	Phtf2	68770	Major ZGA	0.97509
DBTMEE:0010514	Igj	16069	Major ZGA	0.9761
DBTMEE:0011941	Lyrm1	73919	Major ZGA	0.94462
DBTMEE:0005646	D430042O09Rik	233865	Major ZGA	0.9533
DBTMEE:0017219	Ptprh	545902	Major ZGA	0.99604
DBTMEE:0008037	Gipr	381853	Major ZGA	0.95772
DBTMEE:0007814	Gabrg3	14407	Major ZGA	0.97872
DBTMEE:0016668	Ppfia1	233977	Major ZGA	0.99303
DBTMEE:0020561	Tex15	104271	Major ZGA	0.98269
DBTMEE:0017485	Rasd2	75141	Major ZGA	0.97892
DBTMEE:0020640	Thap11	59016	Major ZGA	0.95748
DBTMEE:0023335	Zswim4	212168	Major ZGA	0.98216
DBTMEE:0001775	AB124611	382062	Major ZGA	0.9906
DBTMEE:0022903	Zfp202	80902	Major ZGA	0.9741
DBTMEE:0018225	Rwdd2a	69519	Major ZGA	0.95973
DBTMEE:0016986	Prr23a	623166	Major ZGA	0.99403
DBTMEE:0023087	Zfp651	270210	Major ZGA	0.97156
DBTMEE:0020616	Tgfbr2	21813	Major ZGA	0.95428
DBTMEE:0011721	Lpar4	78134	Major ZGA	0.94623
DBTMEE:0007160	Fam199x	245622	Major ZGA	0.91544
DBTMEE:0011680	Lmbrd1	68421	Maternal to MGA	0.85964
DBTMEE:0015605	Ormdl1	227102	Maternal to MGA	0.96232
DBTMEE:0007313	Fastkd2	75619	Maternal to MGA	0.85561
DBTMEE:0006902	Etnk2	214253	Maternal to MGA	0.87353
DBTMEE:0017213	Ptprc	19264	Maternal to MGA	0.86691
DBTMEE:0007772	G0s2	14373	Maternal to MGA	0.92808
DBTMEE:0012406	Mical1	171580	Maternal to MGA	0.90512
DBTMEE:0016622	Popdc3	78977	Maternal to MGA	0.93157
DBTMEE:0010036	Hint3	66847	Maternal to MGA	0.89918
DBTMEE:0022021	Vezt	215008	Maternal to MGA	0.92365
DBTMEE:0000196	1700016K19Rik	74230	Maternal to MGA	0.95636
DBTMEE:0005995	Dhrs13	70451	Maternal to MGA	0.87712
DBTMEE:0001986	Acadvl	11370	Maternal to MGA	0.84616
DBTMEE:0016120	Pfn1	18643	Maternal to MGA	0.90114
DBTMEE:0016064	Pecam1	18613	Maternal to MGA	0.83034
DBTMEE:0018466	Sdk2	237979	Maternal to MGA	0.88246
DBTMEE:0006940	Exoc7	53413	Maternal to MGA	0.91736
DBTMEE:0013713	Nbas	71169	Maternal to MGA	0.86659
DBTMEE:0005149	Cpsf3	54451	Maternal to MGA	0.86812
DBTMEE:0012171	Mboat2	67216	Maternal to MGA	0.93882
DBTMEE:0017867	Rnaseh1	19819	Maternal to MGA	0.94313
DBTMEE:0001942	Abhd12b	100504285	Maternal to MGA	0.90333
DBTMEE:0017097	Psmc1	19179	Maternal to MGA	0.87512
DBTMEE:0006459	Eapp	66266	Maternal to MGA	0.88534
DBTMEE:0003431	Bcl11b	58208	Maternal to MGA	0.88829
DBTMEE:0002835	Arl10	56795	Maternal to MGA	0.92305
DBTMEE:0021488	Tspan17	74257	Maternal to MGA	0.81133
DBTMEE:0018902	Slc12a7	20499	Maternal to MGA	0.93403
DBTMEE:0019347	Smn1	20595	Maternal to MGA	0.91508
DBTMEE:0019053	Slc28a3	114304	Maternal to MGA	0.9512
DBTMEE:0023128	Zfp748	212276	Maternal to MGA	0.93726
DBTMEE:0013820	Ndufs6	407785	Maternal to MGA	0.81792
DBTMEE:0006933	Exoc3	211446	Maternal to MGA	0.9513
DBTMEE:0009724	Gtf2h2	23894	Maternal to MGA	0.84505
DBTMEE:0004618	Chchd1	66121	Maternal to MGA	0.83965
DBTMEE:0020828	Tmem110	69179	Maternal to MGA	0.9341
DBTMEE:0009089	Gm5797	545013	Maternal to MGA	0.88135
DBTMEE:0015331	Olfr720	258387	Maternal to MGA	0.85472
DBTMEE:0017384	Rabggta	56187	Maternal to MGA	0.91167
DBTMEE:0010226	Hoxc9	15427	Maternal to MGA	0.95568
DBTMEE:0005100	Cox6c	12864	Maternal to MGA	0.85498
DBTMEE:0011906	Ly6c1	17067	Maternal to MGA	0.82647
DBTMEE:0018770	Sharpin	106025	Maternal to MGA	0.83135
DBTMEE:0022395	Vps28	66914	Maternal to MGA	0.93464
DBTMEE:0009933	Hdac7	56233	Maternal to MGA	0.88319
DBTMEE:0021597	Tuba1b	22143	Maternal to MGA	0.95863
DBTMEE:0021395	Trmt2a	15547	Maternal to MGA	0.87772
DBTMEE:0000317	1700037C18Rik	73261	Maternal to MGA	0.90979
DBTMEE:0020982	Tmem30c	71027	Maternal to MGA	0.9239
DBTMEE:0000013	0610011F06Rik	68347	Maternal to MGA	0.89118
DBTMEE:0002144	Adamts10	224697	Maternal to MGA	0.86563
DBTMEE:0021990	Vars	22321	Maternal to MGA	0.80084
DBTMEE:0009817	H2-M10.5	224761	Maternal to MGA	0.9517
DBTMEE:0001880	Aars2	224805	Maternal to MGA	0.91143
DBTMEE:0022703	Yipf3	28064	Maternal to MGA	0.92831
DBTMEE:0013179	Morn2	378462	Maternal to MGA	0.92303
DBTMEE:0007839	Galnt1	14423	Maternal to MGA	0.93021
DBTMEE:0016267	Pik3c3	225326	Maternal to MGA	0.83649
DBTMEE:0002102	Acy3	71670	Maternal to MGA	0.86838
DBTMEE:0013264	Mrpl11	66419	Maternal to MGA	0.83966
DBTMEE:0003005	Atg2a	329015	Maternal to MGA	0.88944
DBTMEE:0014106	Npas4	225872	Maternal to MGA	0.91371
DBTMEE:0007543	Fkbp2	14227	Maternal to MGA	0.92506
DBTMEE:0013811	Ndufb8	67264	Maternal to MGA	0.90233
DBTMEE:0007107	Fam166a	68222	Maternal to MGA	0.93082
DBTMEE:0005017	Col5a1	12831	Maternal to MGA	0.88297
DBTMEE:0019768	Spna2	20740	Maternal to MGA	0.90658
DBTMEE:0010229	Hoxd11	15431	Maternal to MGA	0.9315
DBTMEE:0004476	Cds2	110911	Maternal to MGA	0.88725
DBTMEE:0003534	Bmp2	12156	Maternal to MGA	0.8093
DBTMEE:0008029	Gins1	69270	Maternal to MGA	0.93187
DBTMEE:0016252	Pigt	78928	Maternal to MGA	0.89546
DBTMEE:0019761	Spint4	78239	Maternal to MGA	0.84318
DBTMEE:0001948	Abhd16b	241850	Maternal to MGA	0.95021
DBTMEE:0015823	Pax8	18510	Maternal to MGA	0.81709
DBTMEE:0003935	Card9	332579	Maternal to MGA	0.96161
DBTMEE:0002275	Agpat2	67512	Maternal to MGA	0.87363
DBTMEE:0015599	Orc4	26428	Maternal to MGA	0.84787
DBTMEE:0001905	Abcb11	27413	Maternal to MGA	0.853
DBTMEE:0013817	Ndufs3	68349	Maternal to MGA	0.92322
DBTMEE:0019732	Spg11	214585	Maternal to MGA	0.84646
DBTMEE:0012018	Mal	17153	Maternal to MGA	0.9203
DBTMEE:0010890	Jtb	23922	Maternal to MGA	0.88971
DBTMEE:0020654	Them5	66198	Maternal to MGA	0.907
DBTMEE:0017986	Rorc	19885	Maternal to MGA	0.87921
DBTMEE:0010104	Hist2h2be	319190	Maternal to MGA	0.82418
DBTMEE:0019658	Spag17	74362	Maternal to MGA	0.9239
DBTMEE:0006151	Dnajc19	67713	Maternal to MGA	0.91774
DBTMEE:0006951	Exosc8	69639	Maternal to MGA	0.86699
DBTMEE:0016405	Plch1	269437	Maternal to MGA	0.831
DBTMEE:0007510	Fhdc1	229474	Maternal to MGA	0.85003
DBTMEE:0013465	Mtx1	17827	Maternal to MGA	0.94447
DBTMEE:0020317	Tars2	71807	Maternal to MGA	0.86344
DBTMEE:0013320	Mrps21	66292	Maternal to MGA	0.89946
DBTMEE:0006136	Dnajb5	56323	Maternal to MGA	0.9325
DBTMEE:0001141	4930547C10Rik	68274	Maternal to MGA	0.85851
DBTMEE:0009379	Gng10	14700	Maternal to MGA	0.84856
DBTMEE:0002330	Ak4	11639	Maternal to MGA	0.91259
DBTMEE:0020999	Tmem48	72787	Maternal to MGA	0.95569
DBTMEE:0014190	Nrd1	230598	Maternal to MGA	0.94062
DBTMEE:0002264	Agbl4	78933	Maternal to MGA	0.92151
DBTMEE:0009626	Grik3	14807	Maternal to MGA	0.8058
DBTMEE:0002725	Aptx	66408	Maternal to MGA	0.9133
DBTMEE:0002414	Alg2	56737	Maternal to MGA	0.92503
DBTMEE:0010533	Ikbkap	230233	Maternal to MGA	0.82774
DBTMEE:0007088	Fam154a	75811	Maternal to MGA	0.8773
DBTMEE:0021561	Ttc4	72354	Maternal to MGA	0.93758
DBTMEE:0015718	Padi1	18599	Maternal to MGA	0.84729
DBTMEE:0019018	Slc25a34	384071	Maternal to MGA	0.86068
DBTMEE:0006917	Evc2	68525	Maternal to MGA	0.95133
DBTMEE:0008640	Gm1679	381667	Maternal to MGA	0.77334
DBTMEE:0010774	Iscu	66383	Maternal to MGA	0.89114
DBTMEE:0010266	Hrk	12123	Maternal to MGA	0.85633
DBTMEE:0020605	Trfr2	50765	Maternal to MGA	0.83796
DBTMEE:0022550	Wdr95	381693	Maternal to MGA	0.8739
DBTMEE:0018764	Sh3tc1	231147	Maternal to MGA	0.93742
DBTMEE:0002501	Anapc5	59008	Maternal to MGA	0.83392
DBTMEE:0022869	Zfp11	22648	Maternal to MGA	0.85476
DBTMEE:0007364	Fbxo24	71176	Maternal to MGA	0.89173
DBTMEE:0010565	Il17rc	171095	Maternal to MGA	0.93721
DBTMEE:0000536	2010107G12Rik	243753	Maternal to MGA	0.79396
DBTMEE:0011610	Lhfpl4	269788	Maternal to MGA	0.89914
DBTMEE:0005485	Cyp2b10	13088	Maternal to MGA	0.8524
DBTMEE:0012072	Map4k1	26411	Maternal to MGA	0.88138
DBTMEE:0009002	Gm5113	330503	Maternal to MGA	0.92923
DBTMEE:0017132	Pstk	214580	Maternal to MGA	0.91218
DBTMEE:0023050	Zfp579	68490	Maternal to MGA	0.89699
DBTMEE:0021724	Ube2m	22192	Maternal to MGA	0.9279
DBTMEE:0010245	Hpn	15451	Maternal to MGA	0.88426
DBTMEE:0001922	Abcc8	20927	Maternal to MGA	0.8433
DBTMEE:0013955	Nipa1	233280	Maternal to MGA	0.84973
DBTMEE:0020728	Tjp1	21872	Maternal to MGA	0.84684
DBTMEE:0003630	Btbd1	83962	Maternal to MGA	0.93538
DBTMEE:0010524	Igsf6	80719	Maternal to MGA	0.82579
DBTMEE:0017959	Rnh1	107702	Maternal to MGA	0.95062
DBTMEE:0013477	Muc6	353328	Maternal to MGA	0.94675
DBTMEE:0021213	Tpcn2	233979	Maternal to MGA	0.81244
DBTMEE:0022400	Vps36	70160	Maternal to MGA	0.81995
DBTMEE:0013329	Mrps31	57312	Maternal to MGA	0.89455
DBTMEE:0010550	Il12rb1	16161	Maternal to MGA	0.94425
DBTMEE:0010813	Itgb1	16412	Maternal to MGA	0.93694
DBTMEE:0017587	Rbpms	19663	Maternal to MGA	0.83142
DBTMEE:0011579	Leprotl1	68192	Maternal to MGA	0.81367
DBTMEE:0019024	Slc25a4	11739	Maternal to MGA	0.82832
DBTMEE:0013223	Mpv17l2	234384	Maternal to MGA	0.93756
DBTMEE:0010768	Irx3	16373	Maternal to MGA	0.86806
DBTMEE:0011126	Kifc3	16582	Maternal to MGA	0.85757
DBTMEE:0012027	Maml2	270118	Maternal to MGA	0.91468
DBTMEE:0009976	Hepacam	72927	Maternal to MGA	0.85637
DBTMEE:0010568	Il18	16173	Maternal to MGA	0.94495
DBTMEE:0004013	Ccbp2	59289	Maternal to MGA	0.90694
DBTMEE:0006370	Dync2h1	110350	Maternal to MGA	0.89307
DBTMEE:0022385	Vps11	71732	Maternal to MGA	0.91629
DBTMEE:0016999	Prrg3	208748	Maternal to MGA	0.80289
DBTMEE:0019320	Smc1a	24061	Maternal to MGA	0.9092
DBTMEE:0003698	C1galt1c1	59048	Maternal to MGA	0.91817
DBTMEE:0019628	Sox3	20675	Maternal to MGA	0.85196
DBTMEE:0009132	Gm6222	621381	Maternal to MGA	0.85794
DBTMEE:0013806	Ndufb3	66495	Maternal to MGA	0.99501
DBTMEE:0005958	Des	13346	Maternal to MGA	0.95718
DBTMEE:0017104	Psmd1	70247	Maternal to MGA	0.96316
DBTMEE:0003009	Atg4b	66615	Maternal to MGA	0.99412
DBTMEE:0018885	Slamf9	98365	Maternal to MGA	0.99994
DBTMEE:0011729	Lpgat1	226856	Maternal to MGA	0.9773
DBTMEE:0005058	Cops5	26754	Maternal to MGA	0.99187
DBTMEE:0005239	Cryga	12964	Maternal to MGA	0.98244
DBTMEE:0002215	Adora1	11539	Maternal to MGA	0.98414
DBTMEE:0000590	2310009B15Rik	69549	Maternal to MGA	0.99991
DBTMEE:0017719	Rgs1	50778	Maternal to MGA	0.97235
DBTMEE:0016763	Ppp2r5a	226849	Maternal to MGA	0.98298
DBTMEE:0020237	Taar1	111174	Maternal to MGA	0.9934
DBTMEE:0017702	Rfx6	320995	Maternal to MGA	0.9596
DBTMEE:0001538	9130017N09Rik	78906	Maternal to MGA	0.94313
DBTMEE:0006550	Efna2	13637	Maternal to MGA	0.99542
DBTMEE:0019193	Slc5a8	216225	Maternal to MGA	0.97272
DBTMEE:0003909	Caps2	353025	Maternal to MGA	0.98256
DBTMEE:0013655	Naca	17938	Maternal to MGA	0.96693
DBTMEE:0004408	Cdh23	22295	Maternal to MGA	0.97043
DBTMEE:0013746	Ncln	103425	Maternal to MGA	0.99186
DBTMEE:0023144	Zfp781	331188	Maternal to MGA	0.99794
DBTMEE:0005602	D10Wsu52e	28088	Maternal to MGA	0.9705
DBTMEE:0014350	Nxph4	104080	Maternal to MGA	0.993
DBTMEE:0003520	Bloc1s1	14533	Maternal to MGA	0.96687
DBTMEE:0000500	1810027O10Rik	69186	Maternal to MGA	0.97211
DBTMEE:0012427	Mink1	50932	Maternal to MGA	0.99608
DBTMEE:0016966	Prpf8	192159	Maternal to MGA	0.97282
DBTMEE:0016562	Poldip2	67811	Maternal to MGA	0.99926
DBTMEE:0007140	Fam187a		Maternal to MGA	0.98362
DBTMEE:0004016	Ccdc103		Maternal to MGA	0.98362
DBTMEE:0014045	Nmt1	18107	Maternal to MGA	0.98885
DBTMEE:0017102	Psmc5	19184	Maternal to MGA	0.9719
DBTMEE:0010402	Ict1	68572	Maternal to MGA	0.97137
DBTMEE:0020398	Tbcd	108903	Maternal to MGA	0.97058
DBTMEE:0018481	Sec14l2	67815	Maternal to MGA	0.97833
DBTMEE:0016131	Pgap3	320655	Maternal to MGA	0.99672
DBTMEE:0011309	Krt24	75706	Maternal to MGA	0.98014
DBTMEE:0001898	Abca5	217265	Maternal to MGA	0.99826
DBTMEE:0003068	Atp5h	71679	Maternal to MGA	0.97316
DBTMEE:0005803	Dcxr	67880	Maternal to MGA	0.98615
DBTMEE:0020277	Taf1b	21340	Maternal to MGA	0.97951
DBTMEE:0010873	Jkamp	104771	Maternal to MGA	0.89678
DBTMEE:0005071	Coq6	217707	Maternal to MGA	0.94691
DBTMEE:0019695	Spata7	104871	Maternal to MGA	0.93665
DBTMEE:0018600	Serpina3m	20717	Maternal to MGA	0.96205
DBTMEE:0003094	Atp6v1d	73834	Maternal to MGA	0.97391
DBTMEE:0005088	Cox16	66272	Maternal to MGA	0.93739
DBTMEE:0004752	Ckb	12709	Maternal to MGA	0.99077
DBTMEE:0017126	Psmg4	69666	Maternal to MGA	0.98389
DBTMEE:0010263	Hrh2	15466	Maternal to MGA	0.99437
DBTMEE:0013339	Mrs2	380836	Maternal to MGA	0.99636
DBTMEE:0018622	Serpinb6c	97848	Maternal to MGA	0.9694
DBTMEE:0023217	Zfp953	629016	Maternal to MGA	0.99006
DBTMEE:0000637	2410002O22Rik	66975	Maternal to MGA	0.97259
DBTMEE:0007533	Fitm1	68680	Maternal to MGA	0.98339
DBTMEE:0019704	Spcs1	69019	Maternal to MGA	0.98701
DBTMEE:0019227	Slc7a7	20540	Maternal to MGA	0.98182
DBTMEE:0013837	Nedd8	18002	Maternal to MGA	0.93001
DBTMEE:0009437	Gpaa1	14731	Maternal to MGA	0.96132
DBTMEE:0012370	Mfsd3	69572	Maternal to MGA	0.98181
DBTMEE:0021189	Tonsl	72749	Maternal to MGA	0.99085
DBTMEE:0013791	Ndufa6	67130	Maternal to MGA	0.97695
DBTMEE:0009926	Hdac10	170787	Maternal to MGA	0.9816
DBTMEE:0016490	Plxnb2	140570	Maternal to MGA	0.9759
DBTMEE:0019119	Slc38a1	105727	Maternal to MGA	0.98608
DBTMEE:0004503	Cebpd	12609	Maternal to MGA	0.94167
DBTMEE:0004120	Ccdc58	381045	Maternal to MGA	0.99922
DBTMEE:0005089	Cox17	12856	Maternal to MGA	0.96612
DBTMEE:0018558	Sept12	71089	Maternal to MGA	0.9316
DBTMEE:0002415	Alg3	208624	Maternal to MGA	0.97447
DBTMEE:0017683	Rfc4	106344	Maternal to MGA	0.95566
DBTMEE:0007293	Fance	72775	Maternal to MGA	0.98317
DBTMEE:0022987	Zfp414	328801	Maternal to MGA	0.96136
DBTMEE:0020123	Supt3h	109115	Maternal to MGA	0.98856
DBTMEE:0021294	Treml2	328833	Maternal to MGA	0.95598
DBTMEE:0009941	Hdgfrp2	15193	Maternal to MGA	0.95846
DBTMEE:0021379	Trip10	106628	Maternal to MGA	0.98904
DBTMEE:0007595	Fndc1	68655	Maternal to MGA	0.98298
DBTMEE:0018067	Rpp21	67676	Maternal to MGA	0.99607
DBTMEE:0021761	Ubr2	224826	Maternal to MGA	0.97404
DBTMEE:0011706	Lonp1	74142	Maternal to MGA	0.99868
DBTMEE:0014211	Nrtn	18188	Maternal to MGA	0.94784
DBTMEE:0020111	Sult6b1	73671	Maternal to MGA	0.99318
DBTMEE:0006295	Dsg4	16769	Maternal to MGA	0.97924
DBTMEE:0016993	Prrc1	73137	Maternal to MGA	0.95931
DBTMEE:0019745	Spink10	328971	Maternal to MGA	0.9791
DBTMEE:0009363	Gnal	14680	Maternal to MGA	0.94871
DBTMEE:0019833	Sra1	24068	Maternal to MGA	0.96592
DBTMEE:0005131	Cplx4	225644	Maternal to MGA	0.98515
DBTMEE:0009885	Haus1	225745	Maternal to MGA	0.9924
DBTMEE:0007521	Fibp	58249	Maternal to MGA	0.97436
DBTMEE:0021633	Tut1	70044	Maternal to MGA	0.99438
DBTMEE:0016124	Pfpl	56093	Maternal to MGA	0.95822
DBTMEE:0018313	Sart1	20227	Maternal to MGA	0.98614
DBTMEE:0020774	Tm7sf2		Maternal to MGA	0.98978
DBTMEE:0010407	Ide	15925	Maternal to MGA	0.9746
DBTMEE:0014379	Obfc1	108689	Maternal to MGA	0.97942
DBTMEE:0009683	Gsn	227753	Maternal to MGA	0.95705
DBTMEE:0007843	Galnt13	271786	Maternal to MGA	0.98346
DBTMEE:0012312	Metap1d	66559	Maternal to MGA	0.97071
DBTMEE:0019758	Spint1	20732	Maternal to MGA	0.93711
DBTMEE:0005383	Ctxn2	381418	Maternal to MGA	0.9918
DBTMEE:0013334	Mrps5	77721	Maternal to MGA	0.96122
DBTMEE:0022429	Vstm2l	277432	Maternal to MGA	0.98579
DBTMEE:0019563	Snx21	101113	Maternal to MGA	0.9943
DBTMEE:0006246	Dpp7	83768	Maternal to MGA	0.97853
DBTMEE:0005170	Crat	12908	Maternal to MGA	0.99489
DBTMEE:0001787	AI182371	98870	Maternal to MGA	0.98158
DBTMEE:0002004	Accs	329470	Maternal to MGA	0.99161
DBTMEE:0021760	Ubr1	22222	Maternal to MGA	0.97137
DBTMEE:0019075	Slc30a4	22785	Maternal to MGA	0.99256
DBTMEE:0003662	Bub1	12235	Maternal to MGA	0.98918
DBTMEE:0005822	Ddrgk1	77006	Maternal to MGA	0.96388
DBTMEE:0005215	Crnkl1	66877	Maternal to MGA	0.99712
DBTMEE:0017167	Ptgis	19223	Maternal to MGA	0.99712
